"","Term","Frequence","name"
"38051","exercis",1,"WilliamMcKinley"
"38181","exhaust",1,"WilliamMcKinley"
"38450","expedi",1,"WilliamMcKinley"
"38650","expens",1,"WilliamMcKinley"
"38850","express",1,"WilliamMcKinley"
"38950","extend",1,"WilliamMcKinley"
"39181","extent",1,"WilliamMcKinley"
"39251","extern",1,"WilliamMcKinley"
"39350","extra",1,"WilliamMcKinley"
"39749","facilit",1,"WilliamMcKinley"
"39949","factori",1,"WilliamMcKinley"
"40449","fallen",1,"WilliamMcKinley"
"40549","falter",1,"WilliamMcKinley"
"40649","famili",1,"WilliamMcKinley"
"41349","featur",1,"WilliamMcKinley"
"41449","februari",1,"WilliamMcKinley"
"41548","feel",1,"WilliamMcKinley"
"41647","felicit",1,"WilliamMcKinley"
"41847","felt",1,"WilliamMcKinley"
"41947","fervent",1,"WilliamMcKinley"
"42178","field",1,"WilliamMcKinley"
"42249","fifti",1,"WilliamMcKinley"
"42348","financ",1,"WilliamMcKinley"
"42747","firmest",1,"WilliamMcKinley"
"42947","fiscal",1,"WilliamMcKinley"
"43177","foe",1,"WilliamMcKinley"
"43348","footstep",1,"WilliamMcKinley"
"43447","forbear",1,"WilliamMcKinley"
"43647","forebod",1,"WilliamMcKinley"
"43747","forefath",1,"WilliamMcKinley"
"44047","forev",1,"WilliamMcKinley"
"44176","forgotten",1,"WilliamMcKinley"
"44348","format",1,"WilliamMcKinley"
"44447","former",1,"WilliamMcKinley"
"44547","forsak",1,"WilliamMcKinley"
"44647","forth",1,"WilliamMcKinley"
"44747","forti",1,"WilliamMcKinley"
"45249","frame",1,"WilliamMcKinley"
"45348","fratern",1,"WilliamMcKinley"
"45647","freer",1,"WilliamMcKinley"
"46047","function",1,"WilliamMcKinley"
"46249","furnish",1,"WilliamMcKinley"
"46447","gain",1,"WilliamMcKinley"
"46547","gate",1,"WilliamMcKinley"
"46747","generous",1,"WilliamMcKinley"
"46847","genius",1,"WilliamMcKinley"
"46947","genuin",1,"WilliamMcKinley"
"47047","geograph",1,"WilliamMcKinley"
"47348","glad",1,"WilliamMcKinley"
"47447","gloomi",1,"WilliamMcKinley"
"47747","goe",1,"WilliamMcKinley"
"47947","gone",1,"WilliamMcKinley"
"48249","grand",1,"WilliamMcKinley"
"48745","greatest",1,"WilliamMcKinley"
"48845","grow",1,"WilliamMcKinley"
"49045","guid",1,"WilliamMcKinley"
"49345","happen",1,"WilliamMcKinley"
"49645","harmoni",1,"WilliamMcKinley"
"49745","hast",1,"WilliamMcKinley"
"49845","hasti",1,"WilliamMcKinley"
"49945","heart",1,"WilliamMcKinley"
"50045","heartili",1,"WilliamMcKinley"
"50175","heavi",1,"WilliamMcKinley"
"50247","held",1,"WilliamMcKinley"
"50545","heretofor",1,"WilliamMcKinley"
"50745","higher",1,"WilliamMcKinley"
"50945","highway",1,"WilliamMcKinley"
"51068","hindranc",1,"WilliamMcKinley"
"51179","histor",1,"WilliamMcKinley"
"51347","holder",1,"WilliamMcKinley"
"51545","honest",1,"WilliamMcKinley"
"51645","honesti",1,"WilliamMcKinley"
"51945","horror",1,"WilliamMcKinley"
"52045","hour",1,"WilliamMcKinley"
"52346","human",1,"WilliamMcKinley"
"52445","humbl",1,"WilliamMcKinley"
"52545","hundr",1,"WilliamMcKinley"
"52645","idl",1,"WilliamMcKinley"
"52745","ignor",1,"WilliamMcKinley"
"52845","illiteraci",1,"WilliamMcKinley"
"52945","immeasur",1,"WilliamMcKinley"
"53176","immigr",1,"WilliamMcKinley"
"53247","immun",1,"WilliamMcKinley"
"53345","imparti",1,"WilliamMcKinley"
"53445","impend",1,"WilliamMcKinley"
"53845","impot",1,"WilliamMcKinley"
"54175","inaugur",1,"WilliamMcKinley"
"54346","incompet",1,"WilliamMcKinley"
"54445","inconveni",1,"WilliamMcKinley"
"54645","inculc",1,"WilliamMcKinley"
"54745","indebt",1,"WilliamMcKinley"
"55045","indispens",1,"WilliamMcKinley"
"55346","ineffici",1,"WilliamMcKinley"
"55545","influenc",1,"WilliamMcKinley"
"55845","initi",1,"WilliamMcKinley"
"55945","injuri",1,"WilliamMcKinley"
"56045","inland",1,"WilliamMcKinley"
"56344","instead",1,"WilliamMcKinley"
"56744","insurg",1,"WilliamMcKinley"
"56844","insurrect",1,"WilliamMcKinley"
"57246","interfer",1,"WilliamMcKinley"
"57544","intrench",1,"WilliamMcKinley"
"57644","intrust",1,"WilliamMcKinley"
"57744","investig",1,"WilliamMcKinley"
"57844","inviol",1,"WilliamMcKinley"
"58345","januari",1,"WilliamMcKinley"
"58544","judici",1,"WilliamMcKinley"
"58844","justif",1,"WilliamMcKinley"
"59174","kept",1,"WilliamMcKinley"
"59246","know",1,"WilliamMcKinley"
"59343","knowledg",1,"WilliamMcKinley"
"59542","lack",1,"WilliamMcKinley"
"59742","languish",1,"WilliamMcKinley"
"59942","largest",1,"WilliamMcKinley"
"60243","latest",1,"WilliamMcKinley"
"60342","latter",1,"WilliamMcKinley"
"60640","leadership",1,"WilliamMcKinley"
"60740","least",1,"WilliamMcKinley"
"60940","led",1,"WilliamMcKinley"
"61242","lessen",1,"WilliamMcKinley"
"61342","lesson",1,"WilliamMcKinley"
"61540","levi",1,"WilliamMcKinley"
"61940","lift",1,"WilliamMcKinley"
"62637","lord",1,"WilliamMcKinley"
"62737","lose",1,"WilliamMcKinley"
"63037","lover",1,"WilliamMcKinley"
"63166","lower",1,"WilliamMcKinley"
"63338","lynch",1,"WilliamMcKinley"
"63537","magnifi",1,"WilliamMcKinley"
"63937","maketh",1,"WilliamMcKinley"
"64037","mandat",1,"WilliamMcKinley"
"64240","manifest",1,"WilliamMcKinley"
"64537","map",1,"WilliamMcKinley"
"64637","mar",1,"WilliamMcKinley"
"65037","marvel",1,"WilliamMcKinley"
"65437","medium",1,"WilliamMcKinley"
"65837","menac",1,"WilliamMcKinley"
"65937","mercantil",1,"WilliamMcKinley"
"66240","merit",1,"WilliamMcKinley"
"66437","metal",1,"WilliamMcKinley"
"66637","might",1,"WilliamMcKinley"
"66937","million",1,"WilliamMcKinley"
"67037","mind",1,"WilliamMcKinley"
"67238","mission",1,"WilliamMcKinley"
"67336","mistaken",1,"WilliamMcKinley"
"67435","misunderstand",1,"WilliamMcKinley"
"67535","mob",1,"WilliamMcKinley"
"67635","moder",1,"WilliamMcKinley"
"67835","monday",1,"WilliamMcKinley"
"68035","moral",1,"WilliamMcKinley"
"68164","movement",1,"WilliamMcKinley"
"68835","naval",1,"WilliamMcKinley"
"68934","navi",1,"WilliamMcKinley"
"69434","needless",1,"WilliamMcKinley"
"69634","negoti",1,"WilliamMcKinley"
"69734","neighbor",1,"WilliamMcKinley"
"69834","neither",1,"WilliamMcKinley"
"69934","never",1,"WilliamMcKinley"
"70163","nigh",1,"WilliamMcKinley"
"70237","ninth",1,"WilliamMcKinley"
"70335","nobl",1,"WilliamMcKinley"
"70434","non",1,"WilliamMcKinley"
"70634","north",1,"WilliamMcKinley"
"70934","nowher",1,"WilliamMcKinley"
"71056","number",1,"WilliamMcKinley"
"71238","obedi",1,"WilliamMcKinley"
"71435","object",1,"WilliamMcKinley"
"71634","obliter",1,"WilliamMcKinley"
"71834","obstructionist",1,"WilliamMcKinley"
"71934","occas",1,"WilliamMcKinley"
"72034","ocean",1,"WilliamMcKinley"
"72333","offici",1,"WilliamMcKinley"
"72732","onward",1,"WilliamMcKinley"
"73161","opportun",1,"WilliamMcKinley"
"73235","oppos",1,"WilliamMcKinley"
"73432","oppress",1,"WilliamMcKinley"
"73532","ordeal",1,"WilliamMcKinley"
"73931","origin",1,"WilliamMcKinley"
"74031","orphan",1,"WilliamMcKinley"
"74234","otherwis",1,"WilliamMcKinley"
"74331","outgrowth",1,"WilliamMcKinley"
"74431","outlay",1,"WilliamMcKinley"
"74531","outstand",1,"WilliamMcKinley"
"74631","overestim",1,"WilliamMcKinley"
"74731","pacif",1,"WilliamMcKinley"
"74831","paper",1,"WilliamMcKinley"
"74931","par",1,"WilliamMcKinley"
"75031","paramount",1,"WilliamMcKinley"
"75159","pari",1,"WilliamMcKinley"
"75232","pariti",1,"WilliamMcKinley"
"75630","partisanship",1,"WilliamMcKinley"
"75730","pass",1,"WilliamMcKinley"
"75830","passag",1,"WilliamMcKinley"
"75930","passion",1,"WilliamMcKinley"
"76530","penalti",1,"WilliamMcKinley"
"76630","pend",1,"WilliamMcKinley"
"76730","pension",1,"WilliamMcKinley"
"76930","percentag",1,"WilliamMcKinley"
"77030","perfect",1,"WilliamMcKinley"
"77233","perfunctori",1,"WilliamMcKinley"
"77331","perhap",1,"WilliamMcKinley"
"77530","period",1,"WilliamMcKinley"
"77930","pictur",1,"WilliamMcKinley"
"78030","place",1,"WilliamMcKinley"
"78159","plain",1,"WilliamMcKinley"
"78233","plainer",1,"WilliamMcKinley"
"78331","platform",1,"WilliamMcKinley"
"78430","plead",1,"WilliamMcKinley"
"78530","pledg",1,"WilliamMcKinley"
"78630","point",1,"WilliamMcKinley"
"79230","possess",1,"WilliamMcKinley"
"79528","potenti",1,"WilliamMcKinley"
"79928","precious",1,"WilliamMcKinley"
"80028","preconceiv",1,"WilliamMcKinley"
"80158","predecessor",1,"WilliamMcKinley"
"80328","prejudic",1,"WilliamMcKinley"
"80428","premium",1,"WilliamMcKinley"
"81048","press",1,"WilliamMcKinley"
"81329","pride",1,"WilliamMcKinley"
"81428","princip",1,"WilliamMcKinley"
"81627","prior",1,"WilliamMcKinley"
"81727","privat",1,"WilliamMcKinley"
"81927","proclaim",1,"WilliamMcKinley"
"82230","profligaci",1,"WilliamMcKinley"
"82427","promin",1,"WilliamMcKinley"
"82825","prop",1,"WilliamMcKinley"
"83154","prophet",1,"WilliamMcKinley"
"83228","propos",1,"WilliamMcKinley"
"83525","prove",1,"WilliamMcKinley"
"84153","pursuanc",1,"WilliamMcKinley"
"84228","pursuit",1,"WilliamMcKinley"
"84525","quicken",1,"WilliamMcKinley"
"84725","rank",1,"WilliamMcKinley"
"84825","rapid",1,"WilliamMcKinley"
"84925","rate",1,"WilliamMcKinley"
"85226","ratifi",1,"WilliamMcKinley"
"85324","reach",1,"WilliamMcKinley"
"85423","readi",1,"WilliamMcKinley"
"85523","real",1,"WilliamMcKinley"
"85623","realiti",1,"WilliamMcKinley"
"85922","rebellion",1,"WilliamMcKinley"
"86146","receiv",1,"WilliamMcKinley"
"86421","recit",1,"WilliamMcKinley"
"86521","reckless",1,"WilliamMcKinley"
"86820","reconstruct",1,"WilliamMcKinley"
"86920","redempt",1,"WilliamMcKinley"
"87020","reduc",1,"WilliamMcKinley"
"87145","reform",1,"WilliamMcKinley"
"87223","regard",1,"WilliamMcKinley"
"87322","regist",1,"WilliamMcKinley"
"87521","reign",1,"WilliamMcKinley"
"87621","reject",1,"WilliamMcKinley"
"88322","religi",1,"WilliamMcKinley"
"88621","rememb",1,"WilliamMcKinley"
"88720","remov",1,"WilliamMcKinley"
"88820","renew",1,"WilliamMcKinley"
"88920","repeat",1,"WilliamMcKinley"
"89420","requisit",1,"WilliamMcKinley"
"89720","resort",1,"WilliamMcKinley"
"89820","resourc",1,"WilliamMcKinley"
"90420","resum",1,"WilliamMcKinley"
"90520","retain",1,"WilliamMcKinley"
"90620","retir",1,"WilliamMcKinley"
"90720","return",1,"WilliamMcKinley"
"90820","reunit",1,"WilliamMcKinley"
"91421","righteous",1,"WilliamMcKinley"
"91520","rock",1,"WilliamMcKinley"
"91620","rule",1,"WilliamMcKinley"
"91718","run",1,"WilliamMcKinley"
"91818","sacr",1,"WilliamMcKinley"
"91918","sacrific",1,"WilliamMcKinley"
"92318","sailor",1,"WilliamMcKinley"
"92418","sale",1,"WilliamMcKinley"
"92518","sanction",1,"WilliamMcKinley"
"92617","satisfact",1,"WilliamMcKinley"
"92717","save",1,"WilliamMcKinley"
"92816","scene",1,"WilliamMcKinley"
"92915","scheme",1,"WilliamMcKinley"
"93015","school",1,"WilliamMcKinley"
"93218","seat",1,"WilliamMcKinley"
"93317","second",1,"WilliamMcKinley"
"93715","seem",1,"WilliamMcKinley"
"93815","seldom",1,"WilliamMcKinley"
"93915","self",1,"WilliamMcKinley"
"94316","separ",1,"WilliamMcKinley"
"94516","servant",1,"WilliamMcKinley"
"94814","set",1,"WilliamMcKinley"
"95216","severest",1,"WilliamMcKinley"
"95416","share",1,"WilliamMcKinley"
"95516","shield",1,"WilliamMcKinley"
"95616","show",1,"WilliamMcKinley"
"95714","shrink",1,"WilliamMcKinley"
"95814","sign",1,"WilliamMcKinley"
"96127","simpli",1,"WilliamMcKinley"
"96416","singular",1,"WilliamMcKinley"
"96616","slowli",1,"WilliamMcKinley"
"96714","small",1,"WilliamMcKinley"
"96814","smooth",1,"WilliamMcKinley"
"96914","soldier",1,"WilliamMcKinley"
"97013","solemn",1,"WilliamMcKinley"
"97128","solicitud",1,"WilliamMcKinley"
"97216","solut",1,"WilliamMcKinley"
"97316","solv",1,"WilliamMcKinley"
"97516","soon",1,"WilliamMcKinley"
"97714","south",1,"WilliamMcKinley"
"97814","sovereign",1,"WilliamMcKinley"
"98124","spare",1,"WilliamMcKinley"
"98217","special",1,"WilliamMcKinley"
"98316","specul",1,"WilliamMcKinley"
"98416","speech",1,"WilliamMcKinley"
"98516","speed",1,"WilliamMcKinley"
"98615","speedi",1,"WilliamMcKinley"
"98714","sphere",1,"WilliamMcKinley"
"98914","spoke",1,"WilliamMcKinley"
"99012","sponsor",1,"WilliamMcKinley"
"99122","spread",1,"WilliamMcKinley"
"99216","spring",1,"WilliamMcKinley"
"99316","stabil",1,"WilliamMcKinley"
"99514","statesmen",1,"WilliamMcKinley"
"99613","status",1,"WilliamMcKinley"
"100121","stimulus",1,"WilliamMcKinley"
"100215","stood",1,"WilliamMcKinley"
"100515","strict",1,"WilliamMcKinley"
"100613","strong",1,"WilliamMcKinley"
"100813","submiss",1,"WilliamMcKinley"
"100912","submit",1,"WilliamMcKinley"
"101015","subordin",1,"WilliamMcKinley"
"101215","successor",1,"WilliamMcKinley"
"101415","suffic",1,"WilliamMcKinley"
"101615","suitabl",1,"WilliamMcKinley"
"101815","sun",1,"WilliamMcKinley"
"101914","supervis",1,"WilliamMcKinley"
"102013","supplement",1,"WilliamMcKinley"
"102315","suppress",1,"WilliamMcKinley"
"102514","surest",1,"WilliamMcKinley"
"102713","surrend",1,"WilliamMcKinley"
"102813","sustain",1,"WilliamMcKinley"
"102913","swerv",1,"WilliamMcKinley"
"103012","sympath",1,"WilliamMcKinley"
"103613","taught",1,"WilliamMcKinley"
"103713","tax",1,"WilliamMcKinley"
"103912","teach",1,"WilliamMcKinley"
"104011","temporari",1,"WilliamMcKinley"
"104116","temporarili",1,"WilliamMcKinley"
"104315","tend",1,"WilliamMcKinley"
"104413","term",1,"WilliamMcKinley"
"104513","territori",1,"WilliamMcKinley"
"104613","theme",1,"WilliamMcKinley"
"104711","therebi",1,"WilliamMcKinley"
"104911","thereon",1,"WilliamMcKinley"
"105010","thing",1,"WilliamMcKinley"
"105313","threaten",1,"WilliamMcKinley"
"105411","thrill",1,"WilliamMcKinley"
"105711","tight",1,"WilliamMcKinley"
"105910","today",1,"WilliamMcKinley"
"10609","togeth",1,"WilliamMcKinley"
"106113","toiler",1,"WilliamMcKinley"
"106213","toler",1,"WilliamMcKinley"
"106313","tonnag",1,"WilliamMcKinley"
"106411","toward",1,"WilliamMcKinley"
"106511","trace",1,"WilliamMcKinley"
"106711","tradit",1,"WilliamMcKinley"
"106811","train",1,"WilliamMcKinley"
"106910","transfer",1,"WilliamMcKinley"
"10707","transmit",1,"WilliamMcKinley"
"107113","transport",1,"WilliamMcKinley"
"107611","troop",1,"WilliamMcKinley"
"107711","tropic",1,"WilliamMcKinley"
"107811","troublesom",1,"WilliamMcKinley"
"108113","turn",1,"WilliamMcKinley"
"108313","ultim",1,"WilliamMcKinley"
"108411","unanim",1,"WilliamMcKinley"
"108511","uncertainti",1,"WilliamMcKinley"
"108611","undergo",1,"WilliamMcKinley"
"108711","undermin",1,"WilliamMcKinley"
"108811","understand",1,"WilliamMcKinley"
"108910","undertak",1,"WilliamMcKinley"
"10907","undiminish",1,"WilliamMcKinley"
"109113","undisturb",1,"WilliamMcKinley"
"109213","undu",1,"WilliamMcKinley"
"109313","unforeseen",1,"WilliamMcKinley"
"109411","unfulfil",1,"WilliamMcKinley"
"109511","unheed",1,"WilliamMcKinley"
"109811","uniti",1,"WilliamMcKinley"
"109910","univers",1,"WilliamMcKinley"
"110119","unmind",1,"WilliamMcKinley"
"110213","unmolest",1,"WilliamMcKinley"
"110313","unpreced",1,"WilliamMcKinley"
"110413","unreserv",1,"WilliamMcKinley"
"110511","unwis",1,"WilliamMcKinley"
"110711","upbuild",1,"WilliamMcKinley"
"110811","upheld",1,"WilliamMcKinley"
"111013","urg",1,"WilliamMcKinley"
"111213","useless",1,"WilliamMcKinley"
"111313","usher",1,"WilliamMcKinley"
"111413","utter",1,"WilliamMcKinley"
"111612","vari",1,"WilliamMcKinley"
"111811","ventur",1,"WilliamMcKinley"
"112011","vessel",1,"WilliamMcKinley"
"112213","vicious",1,"WilliamMcKinley"
"112511","violat",1,"WilliamMcKinley"
"112611","voic",1,"WilliamMcKinley"
"112811","voluntarili",1,"WilliamMcKinley"
"113011","wage",1,"WilliamMcKinley"
"113113","walk",1,"WilliamMcKinley"
"113213","want",1,"WilliamMcKinley"
"113611","watch",1,"WilliamMcKinley"
"113811","weaken",1,"WilliamMcKinley"
"113911","welcom",1,"WilliamMcKinley"
"114213","whenev",1,"WilliamMcKinley"
"114411","whether",1,"WilliamMcKinley"
"114511","wholli",1,"WilliamMcKinley"
"114611","whose",1,"WilliamMcKinley"
"114710","wider",1,"WilliamMcKinley"
"11488","widow",1,"WilliamMcKinley"
"115212","wiser",1,"WilliamMcKinley"
"115311","within",1,"WilliamMcKinley"
"115510","word",1,"WilliamMcKinley"
"11584","wors",1,"WilliamMcKinley"
"11594","worship",1,"WilliamMcKinley"
"11604","worth",1,"WilliamMcKinley"
"116113","wrought",1,"WilliamMcKinley"
"11659","zealous",1,"WilliamMcKinley"
"31076","abid",2,"WilliamMcKinley"
"51069","abroad",2,"WilliamMcKinley"
"91025","accord",2,"WilliamMcKinley"
"10700","account",2,"WilliamMcKinley"
"12187","achiev",2,"WilliamMcKinley"
"17182","addit",2,"WilliamMcKinley"
"18182","adequ",2,"WilliamMcKinley"
"19183","adher",2,"WilliamMcKinley"
"24182","advanc",2,"WilliamMcKinley"
"25182","advantag",2,"WilliamMcKinley"
"26183","advis",2,"WilliamMcKinley"
"31185","agenc",2,"WilliamMcKinley"
"32183","agent",2,"WilliamMcKinley"
"37182","aim",2,"WilliamMcKinley"
"39182","almighti",2,"WilliamMcKinley"
"52176","ampli",2,"WilliamMcKinley"
"62169","applic",2,"WilliamMcKinley"
"64165","appreci",2,"WilliamMcKinley"
"65166","approach",2,"WilliamMcKinley"
"67165","approv",2,"WilliamMcKinley"
"76159","armi",2,"WilliamMcKinley"
"77158","arrang",2,"WilliamMcKinley"
"84154","assist",2,"WilliamMcKinley"
"86147","assur",2,"WilliamMcKinley"
"89142","attain",2,"WilliamMcKinley"
"104105","bear",2,"WilliamMcKinley"
"105103","becam",2,"WilliamMcKinley"
"107101","becom",2,"WilliamMcKinley"
"113105","belov",2,"WilliamMcKinley"
"11660","benefit",2,"WilliamMcKinley"
"12255","bless",2,"WilliamMcKinley"
"12454","bodi",2,"WilliamMcKinley"
"12654","bound",2,"WilliamMcKinley"
"12752","branch",2,"WilliamMcKinley"
"13852","call",2,"WilliamMcKinley"
"14353","capac",2,"WilliamMcKinley"
"15183","certain",2,"WilliamMcKinley"
"15452","charg",2,"WilliamMcKinley"
"15752","chief",2,"WilliamMcKinley"
"16183","circumst",2,"WilliamMcKinley"
"16353","citizenship",2,"WilliamMcKinley"
"16752","coin",2,"WilliamMcKinley"
"16952","combin",2,"WilliamMcKinley"
"17253","commend",2,"WilliamMcKinley"
"17353","commerc",2,"WilliamMcKinley"
"17652","commit",2,"WilliamMcKinley"
"19652","conscienc",2,"WilliamMcKinley"
"19752","consequ",2,"WilliamMcKinley"
"19952","consid",2,"WilliamMcKinley"
"20182","consol",2,"WilliamMcKinley"
"20752","content",2,"WilliamMcKinley"
"20852","contest",2,"WilliamMcKinley"
"22552","court",2,"WilliamMcKinley"
"23452","cuban",2,"WilliamMcKinley"
"23752","current",2,"WilliamMcKinley"
"24952","decreas",2,"WilliamMcKinley"
"25452","defici",2,"WilliamMcKinley"
"25552","deficit",2,"WilliamMcKinley"
"27183","determin",2,"WilliamMcKinley"
"27352","devis",2,"WilliamMcKinley"
"29851","distract",2,"WilliamMcKinley"
"29951","distress",2,"WilliamMcKinley"
"30051","distrust",2,"WilliamMcKinley"
"30451","divis",2,"WilliamMcKinley"
"31651","easi",2,"WilliamMcKinley"
"33051","emerg",2,"WilliamMcKinley"
"33751","end",2,"WilliamMcKinley"
"33951","endur",2,"WilliamMcKinley"
"34451","enjoy",2,"WilliamMcKinley"
"35751","escap",2,"WilliamMcKinley"
"36451","even",2,"WilliamMcKinley"
"37253","exalt",2,"WilliamMcKinley"
"38350","expect",2,"WilliamMcKinley"
"39050","extens",2,"WilliamMcKinley"
"39650","face",2,"WilliamMcKinley"
"39849","fact",2,"WilliamMcKinley"
"40049","fail",2,"WilliamMcKinley"
"40849","farm",2,"WilliamMcKinley"
"40949","fast",2,"WilliamMcKinley"
"41251","fear",2,"WilliamMcKinley"
"42047","fidel",2,"WilliamMcKinley"
"42647","firm",2,"WilliamMcKinley"
"42847","first",2,"WilliamMcKinley"
"43047","fit",2,"WilliamMcKinley"
"43947","foremost",2,"WilliamMcKinley"
"45947","fulli",2,"WilliamMcKinley"
"47547","glorious",2,"WilliamMcKinley"
"48348","grant",2,"WilliamMcKinley"
"48447","grave",2,"WilliamMcKinley"
"49175","guidanc",2,"WilliamMcKinley"
"49445","happi",2,"WilliamMcKinley"
"49545","hard",2,"WilliamMcKinley"
"50845","highest",2,"WilliamMcKinley"
"51845","hope",2,"WilliamMcKinley"
"52177","hous",2,"WilliamMcKinley"
"53545","imper",2,"WilliamMcKinley"
"53945","improv",2,"WilliamMcKinley"
"54045","inadequ",2,"WilliamMcKinley"
"54247","incom",2,"WilliamMcKinley"
"54845","independ",2,"WilliamMcKinley"
"55175","individu",2,"WilliamMcKinley"
"55645","inform",2,"WilliamMcKinley"
"56176","insist",2,"WilliamMcKinley"
"56544","instruct",2,"WilliamMcKinley"
"57044","intellig",2,"WilliamMcKinley"
"57444","intervent",2,"WilliamMcKinley"
"58044","invok",2,"WilliamMcKinley"
"58944","justifi",2,"WilliamMcKinley"
"59642","land",2,"WilliamMcKinley"
"60172","late",2,"WilliamMcKinley"
"60541","lead",2,"WilliamMcKinley"
"61441","let",2,"WilliamMcKinley"
"62337","local",2,"WilliamMcKinley"
"62837","loss",2,"WilliamMcKinley"
"63240","loyal",2,"WilliamMcKinley"
"63637","maintain",2,"WilliamMcKinley"
"63737","mainten",2,"WilliamMcKinley"
"64166","mani",2,"WilliamMcKinley"
"65167","matter",2,"WilliamMcKinley"
"65338","mean",2,"WilliamMcKinley"
"65637","member",2,"WilliamMcKinley"
"66338","met",2,"WilliamMcKinley"
"66737","mighti",2,"WilliamMcKinley"
"66837","militari",2,"WilliamMcKinley"
"67166","mine",2,"WilliamMcKinley"
"68238","much",2,"WilliamMcKinley"
"68435","name",2,"WilliamMcKinley"
"68635","nativ",2,"WilliamMcKinley"
"68735","natur",2,"WilliamMcKinley"
"71167","oath",2,"WilliamMcKinley"
"71336","obey",2,"WilliamMcKinley"
"72163","offer",2,"WilliamMcKinley"
"72432","often",2,"WilliamMcKinley"
"73032","opinion",2,"WilliamMcKinley"
"73333","opposit",2,"WilliamMcKinley"
"73732","ordinari",2,"WilliamMcKinley"
"74161","other",2,"WilliamMcKinley"
"75530","partisan",2,"WilliamMcKinley"
"76160","path",2,"WilliamMcKinley"
"77430","peril",2,"WilliamMcKinley"
"78930","popul",2,"WilliamMcKinley"
"79030","popular",2,"WilliamMcKinley"
"79158","portion",2,"WilliamMcKinley"
"79329","possibl",2,"WilliamMcKinley"
"79828","prayer",2,"WilliamMcKinley"
"80231","prefer",2,"WilliamMcKinley"
"81160","prevail",2,"WilliamMcKinley"
"81230","prevent",2,"WilliamMcKinley"
"82027","produc",2,"WilliamMcKinley"
"82527","promis",2,"WilliamMcKinley"
"83025","properti",2,"WilliamMcKinley"
"84326","put",2,"WilliamMcKinley"
"85025","rather",2,"WilliamMcKinley"
"85722","realiz",2,"WilliamMcKinley"
"86322","reciproc",2,"WilliamMcKinley"
"86721","recommend",2,"WilliamMcKinley"
"87720","rejoic",2,"WilliamMcKinley"
"87920","reli",2,"WilliamMcKinley"
"88020","relianc",2,"WilliamMcKinley"
"88223","reliev",2,"WilliamMcKinley"
"88521","remedi",2,"WilliamMcKinley"
"89020","report",2,"WilliamMcKinley"
"89143","repres",2,"WilliamMcKinley"
"89322","requir",2,"WilliamMcKinley"
"91026","rever",2,"WilliamMcKinley"
"92018","safe",2,"WilliamMcKinley"
"92133","safer",2,"WilliamMcKinley"
"93129","sea",2,"WilliamMcKinley"
"93617","seek",2,"WilliamMcKinley"
"94126","sens",2,"WilliamMcKinley"
"94217","sentiment",2,"WilliamMcKinley"
"94416","serv",2,"WilliamMcKinley"
"94616","servic",2,"WilliamMcKinley"
"95914","signal",2,"WilliamMcKinley"
"96013","silver",2,"WilliamMcKinley"
"96316","singl",2,"WilliamMcKinley"
"97416","someth",2,"WilliamMcKinley"
"97616","sound",2,"WilliamMcKinley"
"97914","sovereignti",2,"WilliamMcKinley"
"98013","spain",2,"WilliamMcKinley"
"99713","statut",2,"WilliamMcKinley"
"99813","steadili",2,"WilliamMcKinley"
"99912","step",2,"WilliamMcKinley"
"101131","success",2,"WilliamMcKinley"
"101315","suffer",2,"WilliamMcKinley"
"101715","sum",2,"WilliamMcKinley"
"103315","taken",2,"WilliamMcKinley"
"103515","task",2,"WilliamMcKinley"
"104215","temptat",2,"WilliamMcKinley"
"105213","thousand",2,"WilliamMcKinley"
"109611","uniform",2,"WilliamMcKinley"
"110013","unjust",2,"WilliamMcKinley"
"110611","unworthi",2,"WilliamMcKinley"
"111122","use",2,"WilliamMcKinley"
"111711","vast",2,"WilliamMcKinley"
"112114","vest",2,"WilliamMcKinley"
"112412","vigor",2,"WilliamMcKinley"
"112711","volum",2,"WilliamMcKinley"
"112911","vote",2,"WilliamMcKinley"
"113411","washington",2,"WilliamMcKinley"
"113511","wast",2,"WilliamMcKinley"
"116311","yet",2,"WilliamMcKinley"
"71057","accept",3,"WilliamMcKinley"
"20183","adjust",3,"WilliamMcKinley"
"21186","administ",3,"WilliamMcKinley"
"35181","agricultur",3,"WilliamMcKinley"
"69163","arbitr",3,"WilliamMcKinley"
"75160","arm",3,"WilliamMcKinley"
"85152","assum",3,"WilliamMcKinley"
"92134","attent",3,"WilliamMcKinley"
"103121","basi",3,"WilliamMcKinley"
"112108","believ",3,"WilliamMcKinley"
"11560","benefici",3,"WilliamMcKinley"
"14852","caus",3,"WilliamMcKinley"
"15253","chang",3,"WilliamMcKinley"
"15552","cheer",3,"WilliamMcKinley"
"16552","clear",3,"WilliamMcKinley"
"16652","close",3,"WilliamMcKinley"
"17052","come",3,"WilliamMcKinley"
"17452","commerci",3,"WilliamMcKinley"
"18183","complet",3,"WilliamMcKinley"
"23552","cultiv",3,"WilliamMcKinley"
"24183","day",3,"WilliamMcKinley"
"24452","debt",3,"WilliamMcKinley"
"24652","declar",3,"WilliamMcKinley"
"25183","deem",3,"WilliamMcKinley"
"25352","defend",3,"WilliamMcKinley"
"25952","demonstr",3,"WilliamMcKinley"
"26852","destini",3,"WilliamMcKinley"
